valence,energy,release_date,popularity
0.403,0.064,0.274194,0.54
0.915,0.655,0.879032,0.26
0.753,0.699,0.887097,0.25
0.215,0.333,0.596774,0.35
0.401,0.96,0.943548,0.37
0.109,0.568,0.895161,0.68
0.488,0.618,0.572581,0.18
0.602,0.855,0.967742,0.27
0.111,0.139,0.967742,0.42
0.344,0.904,0.887097,0.35
0.6,0.337,0.782258,0.5
0.617,0.849,0.895161,0.17
0.154,0.183,0.790323,0.41
0.196,0.69,0.806452,0.33
0.801,0.651,0.556452,0.68
0.298,0.667,0.943548,0.31
0.72,0.939,0.653226,0.39
0.372,0.528,0.830645,0.22
0.964,0.861,0.790323,0.48
0.9,0.563,0.516129,0.63
0.659,0.8,0.951613,0.45
0.467,0.624,0.943548,0.43
0.711,0.485,0.790323,0.33
0.436,0.855,0.854839,0.37
0.181,0.764,0.862903,0.29
0.053,0.749,0.935484,0.4
0.06,0.221,0.758065,0.07
0.441,0.796,0.91129,0.38
0.316,0.377,0.903226,0.14
0.509,0.74,0.943548,0.21
0.516,0.716,0.830645,0.29
0.472,0.763,0.927419,0.35
0.255,0.92,0.959677,0.47
0.885,0.85,0.91129,0.42
0.038,0.382,0.935484,0.27
0.321,0.941,0.951613,0.18
0.852,0.548,0.766129,0.22
0.537,0.593,0.879032,0.35
0.9,0.588,0.854839,0.45
0.156,0.741,0.758065,0.17
0.231,0.771,0.903226,0.18
0.119,0.374,0.806452,0.32
0.451,0.744,0.951613,0.62
0.115,0.607,0.854839,0.49
0.851,0.906,0.854839,0.18
0.914,0.743,0.943548,0.11
0.404,0.884,0.903226,0.21
0.319,0.942,0.959677,0.25
0.321,0.531,0.959677,0.74
0.261,0.876,0.959677,0.34
0.502,0.971,0.935484,0.07
0.826,0.884,0.967742,0.31
0.421,0.766,0.846774,0.05
0.046,0.274,0.927419,0.13
0.352,0.714,0.943548,0.38
0.452,0.623,0.91129,0.2
0.095,0.586,0.814516,0.28
0.356,0.918,0.943548,0.37
0.644,0.764,0.951613,0.47
0.584,0.942,0.935484,0.41
0.643,0.797,0.951613,0.07
0.362,0.287,0.870968,0.29
0.102,0.862,0.919355,0.38
0.202,0.94,0.895161,0.08
0.2,0.618,0.895161,0.24
0.278,0.363,0.903226,0.24
0.27,0.967,0.91129,0.39
0.334,0.845,0.951613,0.1
0.877,0.73,0.951613,0.51
0.532,0.846,0.959677,0.34
0.535,0.467,0.927419,0.27
0.571,0.912,0.709677,0.26
0.116,0.793,0.806452,0.15
0.642,0.766,0.693548,0.46
0.319,0.513,0.943548,0.09
0.333,0.965,0.919355,0.18
0.034,0.246,0.927419,0.3
0.55,0.945,0.887097,0.26
0.044,0.983,0.830645,0.2
0.721,0.724,0.572581,0.12
0.598,0.939,0.927419,0.33
0.668,0.623,0.701613,0.45
0.039,0.251,0.895161,0.09
0.957,0.931,0.927419,0.48
0.333,0.541,0.935484,0.24
0.888,0.352,0.524194,0.31
0.667,0.881,0.870968,0.63
0.228,0.987,0.951613,0.36
0.704,0.681,0.951613,0.25
0.392,0.641,0.83871,0.2
0.782,0.611,0.959677,0.54
0.13,0.995,0.887097,0.26
0.43,0.861,0.959677,0.36
0.886,0.74,0.895161,0.19
0.117,0.484,0.935484,0.22
0.161,0.59,0.919355,0.15
0.505,0.735,0.822581,0.49
0.163,0.96,0.596774,0.08
0.175,0.976,0.91129,0.13
0.711,0.601,0.548387,0.18
0.87,0.84,0.862903,0.36
0.04,0.583,0.75,0.09
0.59,0.863,0.919355,0.17
0.205,0.99,0.717742,0.27
0.248,0.98,0.895161,0.37
0.897,0.702,0.766129,0.41
0.475,0.762,0.669355,0.15
0.9,0.864,0.870968,0.55
0.257,0.448,0.83871,0.33
0.96,0.881,0.854839,0.32
0.548,0.408,0.806452,0.24
0.397,0.982,0.814516,0.23
0.399,0.727,0.83871,0.13
0.804,0.716,0.919355,0.54
0.674,0.768,0.927419,0.25
0.592,0.905,0.91129,0.28
0.422,0.879,0.927419,0.3
0.553,0.717,0.959677,0.16
0.202,0.52,0.798387,0.1
0.77,0.782,0.774194,0.5
0.234,0.997,0.806452,0.08
0.436,0.485,0.919355,0.19
0.763,0.6,0.927419,0.52
0.242,0.697,0.943548,0.45
0.039,0.224,0.959677,0.51
0.297,0.941,0.943548,0.34
0.347,0.856,0.951613,0.45
0.758,0.227,0.887097,0.36
0.329,0.972,0.895161,0.3
0.412,0.764,0.903226,0.29
0.726,0.855,0.935484,0.28
0.597,0.77,0.959677,0.28
0.596,0.732,0.846774,0.29
0.034,0.224,0.927419,0.25
0.314,0.795,0.846774,0.22
0.424,0.599,0.741935,0.41
0.541,0.767,0.935484,0.31
0.343,0.846,0.951613,0.49
0.418,0.982,0.879032,0.44
0.276,0.376,0.959677,0.44
0.949,0.631,0.75,0.37
0.646,0.666,0.83871,0.37
0.576,0.413,0.959677,0.52
0.143,0.316,0.782258,0.45
0.058,0.169,0.830645,0.36
0.853,0.785,0.895161,0.58
0.218,0.417,0.91129,0.67
0.769,0.442,0.935484,0.57
0.392,0.468,0.951613,0.36
0.153,0.315,0.854839,0.19
0.141,0.953,0.943548,0.47
0.247,0.298,0.830645,0.32
0.363,0.732,0.887097,0.04
0.819,0.706,0.75,0.64
0.899,0.727,0.919355,0.28
0.422,0.205,0.564516,0.35
0.647,0.862,0.927419,0.61
0.822,0.769,0.91129,0.52
0.909,0.753,0.830645,0.38
0.47,0.379,0.887097,0.15
0.724,0.949,0.846774,0.33
0.397,0.901,0.887097,0.32
0.573,0.941,0.887097,0.38
0.963,0.901,0.798387,0.69
0.829,0.651,0.766129,0.43
0.677,0.889,0.806452,0.29
0.969,0.879,0.596774,0.5
0.531,0.905,0.870968,0.2
0.212,0.777,0.959677,0.48
0.65,0.623,0.951613,0.65
0.593,0.893,0.967742,0.52
0.535,0.761,0.862903,0.39
0.348,0.846,0.919355,0.38
0.355,0.119,0.758065,0.36
0.5,0.62,0.564516,0.46
0.971,0.656,0.685484,0.68
0.591,0.342,0.669355,0.25
0.383,0.689,0.83871,0.37
0.561,0.799,0.604839,0.56
0.229,0.052,0.870968,0.01
0.337,0.994,0.959677,0.28
0.145,0.742,0.862903,0.07
0.077,0.748,0.870968,0.07
0.354,0.565,0.774194,0.29
0.218,0.185,0.951613,0.4
0.796,0.938,0.887097,0.23
0.503,0.34,0.870968,0.33
0.639,0.346,0.895161,0.11
0.541,0.871,0.887097,0.32
0.299,0.722,0.709677,0.28
0.928,0.87,0.919355,0.41
0.28,0.23,0.951613,0.31
0.458,0.887,0.959677,0.21
0.068,0.97,0.967742,0.17
0.483,0.72,0.951613,0.61
0.072,0.94,0.862903,0.43
0.497,0.919,0.806452,0.4
0.394,0.431,0.919355,0.48
0.093,0.221,0.870968,0.36
0.255,0.602,0.919355,0.35
0.186,0.063,0.483871,0.29
0.538,0.711,0.959677,0.46
0.567,0.901,0.758065,0.4
0.44,0.666,0.862903,0.31
0.303,0.544,0.935484,0.21
0.387,0.754,0.814516,0.53
0.58,0.358,0.782258,0.44
0.455,0.845,0.887097,0.24
0.605,0.847,0.959677,0.41
0.396,0.801,0.887097,0.39
0.181,0.895,0.830645,0.3
0.077,0.276,0.91129,0.5
0.773,0.699,0.822581,0.31
0.71,0.76,0.959677,0.47
0.127,0.155,0.451613,0.49
0.249,0.933,0.887097,0.28
0.854,0.554,0.895161,0.29
0.08,0.1,0.879032,0.56
0.357,0.808,0.927419,0.47
0.296,0.741,0.879032,0.65
0.457,0.432,0.766129,0.62
0.287,0.654,0.887097,0.2
0.256,0.418,0.919355,0.46
0.202,0.329,0.959677,0.6
0.377,0.555,0.854839,0.51
0.07,0.556,0.790323,0.35
0.173,0.424,0.951613,0.51
0.746,0.85,0.91129,0.43
0.126,0.882,0.870968,0.24
0.037,0.902,0.919355,0.11
0.67,0.406,0.943548,0.38
0.192,0.989,0.854839,0.35
0.159,0.367,0.798387,0.19
0.96,0.77,0.951613,0.27
0.58,0.785,0.951613,0.48
0.731,0.782,0.814516,0.66
0.358,0.777,0.870968,0.53
0.313,0.565,0.959677,0.6
0.696,0.673,0.814516,0.39
0.649,0.488,0.556452,0.65
0.256,0.223,0.645161,0.19
0.376,0.939,0.967742,0.21
0.564,0.292,0.959677,0.44
0.668,0.817,0.967742,0.42
0.036,0.496,0.935484,0.02
0.391,0.891,0.846774,0.27
0.067,0.405,0.91129,0.6
0.724,0.732,0.959677,0.41
0.584,0.817,0.935484,0.28
0.447,0.493,0.580645,0.17
0.157,0.138,0.774194,0.24
0.586,0.914,0.830645,0.52
0.874,0.911,0.959677,0.51
0.305,0.674,0.903226,0.37
0.493,0.695,0.951613,0.71
0.348,0.2,0.830645,0.48
0.362,0.7,0.943548,0.44
0.321,0.242,0.943548,0.28
0.364,0.99,0.862903,0.28
0.3,0.74,0.943548,0.61
0.04,0.177,0.903226,0.15
0.752,0.856,0.846774,0.28
0.541,0.657,0.951613,0.24
0.41,0.903,0.967742,0.39
0.57,0.584,0.887097,0.27
0.748,0.511,0.887097,0.45
0.969,0.803,0.483871,0.7
0.113,0.484,0.903226,0.37
0.266,0.215,0.733871,0.61
0.082,0.059,0.854839,0.32
0.36,0.732,0.919355,0.54
0.811,0.843,0.943548,0.58
0.089,0.235,0.935484,0.56
0.177,0.301,0.935484,0.64
0.372,0.692,0.83871,0.1
0.109,0.806,0.822581,0.3
0.805,0.446,0.887097,0.69
0.063,0.912,0.806452,0.21
0.475,0.416,0.693548,0.3
0.274,0.677,0.959677,0.32
0.19,0.42,0.91129,0.49
0.064,0.642,0.943548,0.46
0.242,0.473,0.943548,0.59
0.164,0.1,0.927419,0.3
0.354,0.617,0.959677,0.43
0.814,0.662,0.959677,0.56
0.771,0.758,0.895161,0.42
0.637,0.2,0.822581,0.19
0.499,0.824,0.927419,0.13
0.153,0.283,0.879032,0.22
0.905,0.638,0.830645,0.5
0.344,0.98,0.951613,0.33
0.453,0.856,0.935484,0.32
0.086,0.413,0.83871,0.2
0.393,0.871,0.669355,0.33
0.205,0.445,0.943548,0.58
0.435,0.54,0.806452,0.22
0.583,0.604,0.612903,0.51
0.162,0.959,0.959677,0.37
0.109,0.995,0.895161,0.1
0.968,0.892,0.919355,0.33
0.501,0.979,0.814516,0.31
0.398,0.763,0.685484,0.18
0.583,0.9,0.951613,0.33
0.33,0.961,0.854839,0.5
0.599,0.328,0.919355,0.26
0.514,0.934,0.959677,0.49
0.866,0.601,0.725806,0.42
0.845,0.435,0.830645,0.51
0.522,0.224,0.75,0.39
0.421,0.641,0.637097,0.44
0.312,0.26,0.903226,0.71
0.664,0.808,0.967742,0.61
0.645,0.839,0.572581,0.19
0.837,0.821,0.959677,0.24
0.767,0.813,0.814516,0.08
0.348,0.585,0.685484,0.14
0.635,0.806,0.943548,0.43
0.039,0.268,0.572581,0.17
0.484,0.712,0.83871,0.14
0.611,0.853,0.903226,0.43
0.524,0.988,0.967742,0.21
0.063,0.683,0.903226,0.1
0.416,0.976,0.927419,0.32
0.833,0.888,0.895161,0.21
0.763,0.865,0.733871,0.29
0.519,0.802,0.943548,0.28
0.571,0.839,0.935484,0.4
0.961,0.898,0.717742,0.53
0.744,0.42,0.612903,0.34
0.579,0.815,0.927419,0.52
0.269,0.983,0.967742,0.17
0.212,0.948,0.903226,0.22
0.344,0.511,0.766129,0.22
0.289,0.877,0.959677,0.35
0.767,0.861,0.967742,0.5
0.331,0.378,0.879032,0.43
0.506,0.317,0.814516,0.38
0.101,0.131,0.830645,0.56
0.395,0.724,0.943548,0.4
0.15,0.437,0.951613,0.66
0.83,0.375,0.58871,0.38
0.898,0.944,0.959677,0.13
0.616,0.934,0.91129,0.4
0.777,0.893,0.943548,0.6
0.377,0.942,0.782258,0.31
0.236,0.447,0.943548,0.19
0.188,0.569,0.58871,0.22
0.904,0.007,0.854839,0.09
0.153,0.944,0.895161,0.35
0.266,0.913,0.959677,0.61
0.505,0.894,0.83871,0.44
0.236,0.925,0.919355,0.31
0.423,0.787,0.935484,0.19
0.648,0.84,0.701613,0.51
0.152,0.53,0.895161,0.09
0.304,0.543,0.959677,0.44
0.608,0.813,0.709677,0.44
0.605,0.636,0.822581,0.43
0.699,0.713,0.959677,0.48
0.695,0.686,0.967742,0.29
0.741,0.898,0.91129,0.27
0.359,0.951,0.862903,0.23
0.547,0.33,0.951613,0.5
0.317,0.881,0.83871,0.22
0.046,0.593,0.91129,0.25
0.647,0.842,0.798387,0.46
0.567,0.883,0.951613,0.39
0.237,0.505,0.814516,0.29
0.863,0.662,0.774194,0.38
0.031,0.011,0.669355,0.34
0.609,0.946,0.822581,0.31
0.507,0.979,0.943548,0.36
0.136,0.767,0.887097,0.45
0.392,0.656,0.935484,0.6
0.15,0.267,0.717742,0.21
0.07,0.15,0.758065,0.33
0.223,0.532,0.766129,0.68
0.553,0.808,0.959677,0.48
0.21,0.723,0.83871,0.11
0.108,0.276,0.943548,0.57
0.348,0.947,0.814516,0.43
0.365,0.204,0.83871,0.35
0.642,0.362,0.91129,0.52
0.315,0.812,0.903226,0.23
0.038,0.996,0.959677,0.37
0.31,0.337,0.951613,0.32
0.406,0.272,0.951613,0.01
0.481,0.965,0.895161,0.17
0.956,0.938,0.919355,0.31
0.761,0.781,0.564516,0.35
0.351,0.938,0.822581,0.27
0.354,0.942,0.919355,0.17
0.246,0.786,0.935484,0.05
0.768,0.561,0.870968,0.49
0.288,0.819,0.903226,0.2
0.136,0.771,0.854839,0
0.897,0.85,0.669355,0.3
0.81,0.873,0.822581,0.34
0.145,0.461,0.951613,0.48
0.098,0.262,0.846774,0.35
0.861,0.75,0.629032,0.48
0.903,0.77,0.967742,0.1
0.942,0.75,0.895161,0.5
0.473,0.43,0.943548,0.15
0.41,0.722,0.895161,0.43
0.186,0.41,0.951613,0.33
0.305,0.571,0.814516,0.29
0.477,0.926,0.951613,0.39
0.289,0.222,0.91129,0.29
0.286,0.568,0.951613,0.25
0.207,0.987,0.879032,0.38
0.941,0.554,0.862903,0.14
0.54,0.746,0.887097,0.37
0.184,0.486,0.629032,0.66
0.757,0.807,0.637097,0.19
0.197,0.654,0.846774,0.61
0.889,0.732,0.951613,0.56
0.467,0.982,0.943548,0.24
0.564,0.593,0.701613,0.32
0.718,0.943,0.862903,0.59
0.259,0.957,0.951613,0.25
0.266,0.41,0.887097,0.26
0.264,0.638,0.782258,0.26
0.471,0.848,0.766129,0.4
0.218,0.852,0.919355,0.39
0.046,0.245,0.967742,0.28
0.665,0.892,0.903226,0.31
0.055,0.423,0.879032,0.26
0.441,0.679,0.927419,0.39
0.935,0.524,0.685484,0.29
0.469,0.826,0.959677,0.51
0.946,0.887,0.935484,0.49
0.466,0.702,0.725806,0.43
0.577,0.869,0.903226,0.55
0.206,0.797,0.830645,0.5
0.468,0.481,0.951613,0.55
0.652,0.651,0.862903,0.41
0.532,0.411,0.548387,0.33
0.35,0.645,0.935484,0.31
0.85,0.3,0.870968,0.4
0.154,0.709,0.903226,0.38
0.644,0.573,0.629032,0.55
0.525,0.408,0.959677,0.15
0.236,0.982,0.967742,0.46
0.664,0.659,0.862903,0.25
0.529,0.802,0.951613,0.55
0.318,0.853,0.903226,0.27
0.887,0.602,0.91129,0.3
0.858,0.646,0.887097,0.25
0.037,0.407,0.967742,0.3
0.651,0.636,0.669355,0.57
0.621,0.461,0.935484,0.25
0.99,0.66,0.612903,0.58
0.439,0.733,0.959677,0.27
0.15,0.92,0.951613,0.25
0.43,0.92,0.951613,0.12
0.269,0.505,0.903226,0.21
0.225,0.84,0.943548,0.38
0.232,0.052,0.846774,0.17
0.941,0.548,0.701613,0.46
0.331,0.525,0.846774,0.17
0.3,0.957,0.943548,0.45
0.733,0.548,0.637097,0.23
0.413,0.62,0.943548,0.3
0.273,0.338,0.959677,0.27
0.764,0.694,0.596774,0.31
0.603,0.627,0.959677,0.56
0.965,0.786,0.645161,0.19
0.695,0.848,0.854839,0.36
0.513,0.829,0.887097,0.33
0.555,0.82,0.935484,0.34
0.51,0.915,0.927419,0.7
0.495,0.713,0.959677,0.18
0.343,0.36,0.612903,0.29
0.211,0.55,0.846774,0.09
0.603,0.947,0.645161,0.23
0.604,0.667,0.959677,0.16
0.27,0.415,0.75,0.17
0.618,0.735,0.862903,0.09
0.916,0.901,0.830645,0.49
0.752,0.935,0.959677,0.46
0.372,0.958,0.943548,0.3
0.86,0.68,0.862903,0.29
0.628,0.94,0.935484,0.17
0.152,0.543,0.959677,0.48
0.523,0.818,0.91129,0.04
0.224,0.677,0.91129,0.22
0.365,0.652,0.870968,0.29
0.346,0.298,0.895161,0.25
0.217,0.636,0.903226,0.3
0.04,0.491,0.951613,0.28
0.254,0.921,0.919355,0.3
0.053,0.48,0.959677,0.33
0.347,0.815,0.854839,0.12
0.575,0.693,0.862903,0.37
0.674,0.503,0.967742,0.8
0.646,0.6,0.919355,0.55
0.251,0.789,0.814516,0.36
0.353,0.764,0.967742,0.23
0.036,0.99,0.758065,0.23
0.024,0.995,0.862903,0.16
0.123,0.482,0.741935,0.33
0.126,0.861,0.943548,0.13
0.15,0.982,0.959677,0.53
0.37,0.613,0.951613,0.42
0.763,0.856,0.564516,0.4
0.285,0.667,0.959677,0.47
0.396,0.453,0.927419,0.18
0.86,0.634,0.556452,0.23
0.471,0.617,0.887097,0.36
0.458,0.961,0.846774,0.36
0.786,0.675,0.556452,0.26
0.408,0.702,0.879032,0.22
0.367,0.939,0.919355,0.24
0.298,0.972,0.943548,0.38
0.11,0.994,0.919355,0.21
0.726,0.452,0.895161,0.33
0.804,0.852,0.895161,0.23
0.634,0.743,0.943548,0.37
0.683,0.697,0.741935,0.54
0.574,0.659,0.959677,0.4
0.209,0.536,0.951613,0.43
0.288,0.662,0.919355,0.65
0.108,0.643,0.927419,0.46
0.309,0.99,0.935484,0.26
0.036,0.808,0.935484,0.16
0.698,0.559,0.943548,0.4
0.641,0.955,0.774194,0.38
0.823,0.739,0.91129,0.36
0.483,0.547,0.766129,0.47
0.141,0.268,0.887097,0.11
0.184,0.639,0.959677,0.36
0.609,0.418,0.637097,0.36
0.347,0.85,0.887097,0.46
0.22,0.673,0.951613,0.33
0.56,0.243,0.943548,0.57
0.038,0.974,0.959677,0.19
0.711,0.762,0.959677,0.22
0.584,0.615,0.870968,0.24
0.215,0.905,0.895161,0.48
0.56,0.524,0.935484,0.53
0.094,0.292,0.967742,0.47
0.579,0.237,0.717742,0.48
0.595,0.703,0.935484,0.72
0.487,0.921,0.935484,0.31
0.958,0.537,0.604839,0.61
0.753,0.775,0.927419,0.25
0.07,0.078,0.83871,0.13
0.551,0.698,0.943548,0.45
0.342,0.906,0.935484,0.14
0.19,0.968,0.822581,0.55
0.262,0.926,0.862903,0.54
0.304,0.329,0.943548,0.35
0.416,0.749,0.959677,0.28
0.178,0.424,0.967742,0.62
0.161,0.107,0.91129,0.23
0.074,0.23,0.919355,0.49
0.482,0.888,0.91129,0.23
0.084,0.361,0.629032,0.32
0.036,0.829,0.959677,0.18
0.034,0.056,0.951613,0.39
0.304,0.77,0.935484,0.11
0.821,0.607,0.959677,0.48
0.248,0.966,0.919355,0.25
0.413,0.306,0.967742,0.6
0.118,0.65,0.903226,0.14
0.638,0.849,0.967742,0.58
0.735,0.953,0.951613,0.16
0.131,0.147,0.774194,0.23
0.258,0.261,0.959677,0.22
0.571,0.914,0.919355,0.56
0.68,0.415,0.701613,0.62
0.487,0.349,0.927419,0.13
0.409,0.727,0.879032,0.39
0.161,0.614,0.935484,0.68
0.14,0,0.887097,0.15
0.248,0.989,0.895161,0.33
0.576,0.972,0.903226,0.68
0.122,0.48,0.83871,0.42
0.126,0.988,0.967742,0.41
0.45,0.658,0.58871,0.41
0.144,0.314,0.951613,0.11
0.647,0.948,0.951613,0.27
0.08,0.539,0.951613,0.51
0.569,0.698,0.83871,0.4
0.864,0.704,0.701613,0.44
0.767,0.735,0.951613,0.39
0.684,0.882,0.959677,0.39
0.318,0.654,0.943548,0.57
0.177,0.521,0.951613,0.3
0.325,0.963,0.927419,0.42
0.562,0.745,0.870968,0.39
0.763,0.867,0.846774,0.43
0.152,0.986,0.798387,0.32
0.17,0.33,0.943548,0.47
0.263,0.937,0.919355,0.12
0.356,0.946,0.951613,0.42
0.671,0.655,0.895161,0.48
0.89,0.603,0.887097,0.38
0.222,0.508,0.927419,0.27
0.418,0.185,0.870968,0.37
0.638,0.728,0.927419,0.43
0.251,0.77,0.91129,0.18
0.227,0.684,0.959677,0.33
0.65,0.953,0.951613,0.3
0.27,0.429,0.951613,0.65
0.679,0.667,0.959677,0.6
0.322,0.603,0.903226,0.27
0.556,0.938,0.814516,0.11
0.97,0.905,0.870968,0.18
0.211,0.936,0.927419,0.45
0.766,0.64,0.653226,0.25
0.611,0.433,0.927419,0.29
0.271,0.73,0.741935,0.37
0.359,0.573,0.935484,0.22
0.752,0.884,0.620968,0.7
0.544,0.883,0.91129,0.61
0.618,0.68,0.935484,0.59
0.092,0.66,0.91129,0.18
0.47,0.486,0.967742,0.5
0.903,0.442,0.66129,0.32
0.236,0.784,0.91129,0.69
0.198,0.771,0.846774,0.55
0.351,0.25,0.951613,0.73
0.261,0.694,0.91129,0.38
0.186,0.965,0.870968,0.28
0.094,0.321,0.725806,0.22
0.768,0.961,0.862903,0.39
0.266,0.991,0.951613,0.24
0.334,0.96,0.806452,0.4
0.955,0.714,0.935484,0.51
0.274,0.93,0.846774,0.19
0.529,0.416,0.959677,0.45
0.804,0.949,0.951613,0.31
0.039,0.008,0.879032,0.51
0.27,0.967,0.919355,0.33
0.581,0.652,0.951613,0.21
0.625,0.833,0.879032,0.31
0.178,0.904,0.790323,0.09
0.054,0.161,0.919355,0.45
0.677,0.87,0.927419,0.32
0.332,0.931,0.951613,0.31
0.254,0.675,0.846774,0.31
0.134,0.595,0.741935,0.18
0.688,0.685,0.951613,0.4
0.058,0.96,0.798387,0.09
0.534,0.903,0.903226,0.35
0.262,0.711,0.943548,0.29
0.477,0.9,0.951613,0.23
0.189,0.939,0.895161,0.44
0.223,0.445,0.862903,0.34
0.326,0.854,0.935484,0.49
0.085,0.357,0.959677,0.31
0.171,0.631,0.822581,0.18
0.708,0.594,0.927419,0.19
0.755,0.678,0.935484,0.29
0.111,0.922,0.862903,0.23
0.382,0.909,0.862903,0.27
0.256,0.956,0.935484,0.15
0.64,0.578,0.83871,0.15
0.549,0.77,0.870968,0.1
0.624,0.724,0.919355,0.6
0.553,0.33,0.959677,0.41
0.364,0.788,0.935484,0.5
0.038,0.229,0.854839,0.23
0.069,0.933,0.782258,0.11
0.418,0.819,0.967742,0.34
0.272,0.748,0.879032,0.29
0.544,0.95,0.83871,0.42
0.855,0.75,0.927419,0.15
0.284,0.665,0.862903,0.17
0.487,0.825,0.798387,0.21
0.298,0.264,0.91129,0.1
0.484,0.937,0.879032,0.62
0.172,0.71,0.903226,0.21
0.176,0.968,0.895161,0.44
0.363,0.847,0.895161,0.25
0.19,0.735,0.895161,0.39
0.553,0.683,0.959677,0.3
0.615,0.948,0.935484,0.46
0.114,0.082,0.903226,0.39
0.472,0.165,0.959677,0.24
0.448,0.626,0.766129,0.61
0.149,0.118,0.903226,0.23
0.42,0.88,0.967742,0.28
0.535,0.761,0.862903,0.39
0.95,0.94,0.733871,0.3
0.54,0.1,0.895161,0.26
0.358,0.869,0.91129,0.35
0.232,0.857,0.935484,0.23
0.286,0.781,0.91129,0.56
0.335,0.975,0.927419,0.31
0.866,0.822,0.870968,0.2
0.513,0.195,0.927419,0.35
0.347,0.273,0.879032,0.35
0.297,0.899,0.919355,0
0.444,0.658,0.766129,0.47
0.376,0.817,0.741935,0.56
0.358,0.313,0.645161,0.46
0.042,0.232,0.814516,0.39
0.447,0.204,0.959677,0.31
0.403,0.946,0.822581,0.23
0.398,0.674,0.943548,0.37
0.233,0.591,0.903226,0.43
0.644,0.855,0.903226,0.62
0.037,0.709,0.967742,0.07
0.557,0.742,0.879032,0.45
0.275,0.534,0.951613,0.38
0.825,0.846,0.919355,0.27
0.547,0.679,0.943548,0.18
0.882,0.489,0.903226,0.31
0.167,0.496,0.919355,0.39
0.189,0.366,0.91129,0.02
0.391,0.942,0.887097,0.33
0.267,0.524,0.951613,0.27
0.974,0.773,0.895161,0
0.223,0.772,0.895161,0.16
0.774,0.838,0.741935,0.59
0.689,0.777,0.895161,0.31
0.125,0.795,0.814516,0.33
0.363,0.834,0.879032,0.43
0.593,0.675,0.943548,0.26
0.817,0.398,0.854839,0.41
0.763,0.785,0.637097,0.58
0.315,0.456,0.879032,0.02
0.686,0.548,0.774194,0.37
0.176,0.556,0.919355,0.46
0.368,0.77,0.935484,0.35
0.67,0.497,0.927419,0.37
0.655,0.83,0.887097,0.31
0.088,0.959,0.822581,0.29
0.338,0.528,0.870968,0.14
0.361,0.677,0.935484,0.33
0.648,0.597,0.862903,0.39
0.179,0.969,0.943548,0.47
0.208,0.837,0.862903,0.25
0.466,0.64,0.91129,0.28
0.087,0.361,0.83871,0.45
0.739,0.885,0.895161,0.31
0.558,0.655,0.903226,0.14
0.154,0.942,0.669355,0.22
0.391,0.588,0.822581,0.32
0.785,0.694,0.903226,0.4
0.472,0.725,0.887097,0.25
0.526,0.734,0.604839,0.33
0.064,0.23,0.91129,0.31
0.477,0.394,0.943548,0.52
0.53,0.794,0.967742,0.4
0.462,0.862,0.83871,0.6
0.745,0.797,0.83871,0.41
0.313,0.897,0.919355,0.24
0.662,0.742,0.830645,0.09
0.087,0.359,0.927419,0.47
0.451,0.72,0.935484,0.17
0.717,0.821,0.927419,0.35
0.332,0.667,0.798387,0.44
0.155,0.933,0.887097,0.13
0.329,0.518,0.862903,0.53
0.155,0.568,0.951613,0.38
0.828,0.897,0.798387,0.58
0.818,0.913,0.967742,0.37
0.43,0.208,0.959677,0.56
0.477,0.882,0.959677,0.5
0.532,0.761,0.951613,0.33
0.614,0.862,0.903226,0.24
0.789,0.882,0.951613,0.55
0.512,0.869,0.91129,0.06
0.517,0.447,0.959677,0.42
0.196,0.489,0.862903,0.38
0.62,0.601,0.927419,0.53
0.244,0.876,0.943548,0.07
0.666,0.657,0.669355,0.29
0.18,0.987,0.846774,0.24
0.819,0.457,0.596774,0.43
0.235,0.915,0.879032,0.24
0.505,0.724,0.846774,0.5
0.222,0.476,0.798387,0.43
0.249,0.45,0.66129,0.38
0.543,0.938,0.782258,0.19
0.721,0.828,0.935484,0.42
0.713,0.372,0.814516,0.41
0.127,0.94,0.927419,0.51
0.823,0.803,0.854839,0.5
0.569,0.719,0.790323,0.4
0.453,0.54,0.935484,0.39
0.952,0.734,0.967742,0.88
0.963,0.49,0.532258,0.6
0.666,0.723,0.91129,0.19
0.365,0.162,0.516129,0.46
0.154,0.024,0.879032,0.21
0.631,0.469,0.951613,0.76
0.171,0.491,0.83871,0.34
0.529,0.799,0.927419,0.39
0.717,0.694,0.927419,0.17
0.333,0.962,0.959677,0.1
0.669,0.645,0.943548,0.25
0.442,0.429,0.830645,0.29
0.567,0.482,0.935484,0.28
0.696,0.836,0.927419,0.4
0.864,0.835,0.709677,0.49
0.2,0.204,0.572581,0.4
0.845,0.957,0.83871,0.39
0.277,0.457,0.91129,0.56
0.662,0.867,0.959677,0.27
0.289,0.638,0.927419,0.27
0.153,0.647,0.870968,0.15
0.935,0.782,0.91129,0.39
0.314,0.943,0.951613,0.35
0.095,0.493,0.733871,0.1
0.851,0.677,0.814516,0.53
0.607,0.785,0.879032,0.36
0.49,0.413,0.91129,0.61
0.86,0.963,0.814516,0.3
0.04,0.295,0.790323,0.49
0.263,0.417,0.959677,0.63
0.592,0.556,0.854839,0.38
0.472,0.915,0.935484,0.5
0.274,0.563,0.580645,0.32
0.175,0.957,0.935484,0.32
0.777,0.931,0.903226,0.25
0.24,0.94,0.935484,0.61
0.049,0.58,0.935484,0.48
